Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173412","Mohbala","541225","Rampuri Raiyyatwari",221,120,101,45,false,"1-2 kms",false,"No",false,false,"Not covered","Bus",false,"No","No",false,false,"No","50 to 100% habitations covered","No",40,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173412","Mohbala","541228","Lonara Rt.",160,80,80,45,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",42,false,3,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","173420","Pirli","541093","Pirli",949,512,437,273,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"No","100% habitations covered","Mobile",250,false,50,true,true,"Available and updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4353","Bhadrawati","237128","Check Baranj","541211","Chek Baranj",815,404,411,106,false,"2-5 kms",false,"No",false,true,"Fully covered","No",false,"Colocated with Panchayat Bhawan","1-4 hrs",false,false,"No","Not Covered","Mobile",90,false,2,false,true,"Not Available",true,true,true,false,false,false,"Outdoor",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173892","Chak Bllarpur","541510","Chak Ballarpur",1019,512,507,251,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"Separately located",">12 hrs",false,true,"No","100% habitations covered","Mobile",251,false,20,false,true,"Available and updated",true,true,false,false,false,true,"No",false,"No","5-10 kms",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173891","Chak Ashta","541505","Chak Ashta",693,355,338,217,false,"2-5 kms",true,"No",false,true,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",182,false,79,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173915","Thergaon Ryt.","541461","Thergaon Ryt.",1018,532,486,910,false,"5-10 kms",false,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","Not Covered","Mobile",200,false,167,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"PHC","Not applicable",false,"2-5 kms","Closed Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173915","Thergaon Ryt.","541462","Kosambi Chak",468,246,222,195,false,"5-10 kms",false,"No",false,false,"Partially covered","Bus",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",100,false,61,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"PHC","Not applicable",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173912","Pipri Deshpande","541468","Pipari Deshpande",1094,568,526,326,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No","1-4 hrs",false,false,"No","50 to 100% habitations covered","Mobile",300,false,70,false,false,"Available and updated",true,false,false,false,false,true,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173887","Bhimni","541514","Bhimani",1344,688,656,429,false,">10 kms",true,"No",true,true,"Partially covered","Bus",false,"No","8-12 Hrs",true,true,"No","<50% habitation covered","Mobile",392,false,25,true,true,"Not Available",true,true,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173887","Bhimni","541517","Bamni Chak",330,170,160,104,false,"1-2 kms",false,"No",false,true,"Fully covered","Auto",false,"No",">12 hrs",false,true,"No","Not Covered","Mobile",70,false,4,false,true,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173907","Jungaon","541470","Jungaon",1309,650,659,322,false,"5-10 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","100% habitations covered","Mobile",0,false,40,false,true,"Available and updated",true,true,true,true,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173907","Jungaon","541471","Navin Ladholi",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173907","Jungaon","541472","Juni Ladholi",1,1,0,1,false,"1-2 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173902","Ghanoti Tukum","541493","Chak Ghanoti No.2",556,282,274,105,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"No","50 to 100% habitations covered","Mobile",80,false,90,true,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"1-2 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173902","Ghanoti Tukum","541494","Chak Ghanoti No.1",779,390,389,257,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",141,false,100,false,false,"Available but not updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173902","Ghanoti Tukum","541495","Ghanoti Tukum",595,300,295,141,false,">10 kms",false,"Yes",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",20,false,36,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",true
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173916","Umri Potdar","541491","Umari Potdar",715,378,337,222,true,"Not applicable",true,"Yes",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",0,false,150,true,true,"Available but not updated",true,true,false,false,false,true,"No",false,"Sub Centre","Not applicable",true,"Not applicable","Closed Drainage",true
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173916","Umri Potdar","541492","Umari Tukum",715,378,337,183,false,"2-5 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",150,false,0,true,true,"Available but not updated",true,false,false,false,false,true,"No",false,"PHC","Not applicable",true,"Not applicable","Closed Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173911","Navegaon More","541476","Nawegaon More",1500,900,600,1500,true,"Not applicable",true,"No",true,true,"Partially covered","Auto",false,"Separately located",">12 hrs",true,true,"Weekly Haat","Not Covered","Mobile",536,false,196,true,false,"Not Available",true,true,true,true,false,true,"No",false,"PHC","Not applicable",true,"Not applicable","Closed Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173911","Navegaon More","541477","Chak Nawegaon",325,225,100,120,false,"1-2 kms",false,"No",false,true,"Fully covered","Auto",false,"Separately located",">12 hrs",true,true,"No","Not Covered","Mobile",49,false,119,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,"1-2 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173904","Ghosri","541465","Ghosari",1450,730,720,480,false,"1-2 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"No","<50% habitation covered","Both",0,false,200,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173904","Ghosri","909071","Lal Heti",385,195,190,70,false,"2-5 kms",false,"No",false,true,"Fully covered","Auto",false,"Separately located",">12 hrs",false,true,"No","<50% habitation covered","Mobile",0,false,20,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173917","Welwa Mal","541479","Selur Chak",1,1,0,1,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173896","Chak Thanewasna","541474","Thane Wasana Mal",250,127,123,52,false,"2-5 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",0,false,15,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"1-2 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173896","Chak Thanewasna","541475","Chakthane Wasana",960,460,500,340,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,false,"No","<50% habitation covered","Mobile",55,false,50,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173896","Chak Thanewasna","541515","Tok",111,55,56,20,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",15,false,15,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173896","Chak Thanewasna","909074","Chimana Heti",300,155,145,50,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",true,false,"No","Not Covered","Mobile",20,false,25,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173896","Chak Thanewasna","909151","Chimana Heti",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","4-8 Hrs",false,false,"No","Not Covered","Mobile",1,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173893","Chak Futana","541463","Chak Futana",758,374,384,250,false,">10 kms",false,"No",false,true,"Not covered","Auto",false,"No",">12 hrs",false,true,"No","50 to 100% habitations covered","No",0,false,35,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173890","Chak Ambedhanora","541487","Ambai Tukum",144,72,72,38,false,">10 kms",false,"No",false,true,"Fully covered","No",false,"No",">12 hrs",false,true,"No","Not Covered","Mobile",35,false,21,false,false,"Not Available",false,false,false,false,false,true,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173890","Chak Ambedhanora","541488","Ambe Dhanora Rith",1,1,0,1,false,">10 kms",false,"No",false,true,"Not covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",true,false,false,false,false,true,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173917","Welwa Mal","541480","Welwa Chak",1,1,0,1,false,"2-5 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173890","Chak Ambedhanora","541489","Chak Borgaon Rith",263,139,124,55,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,false,"No","50 to 100% habitations covered","Mobile",50,false,40,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","2-5 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173890","Chak Ambedhanora","541490","Chak Ambe Dhanora",735,355,380,210,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",true,true,"No","<50% habitation covered","Mobile",210,false,198,false,true,"Available but not updated",true,true,true,true,false,true,"No",false,"No",">10 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173894","Chak Hattibodi","541450","Chak Dongar Haldi No. 2",80,45,35,30,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,true,"No","100% habitations covered","Mobile",17,false,15,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","1-2 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173894","Chak Hattibodi","541451","Dongar Haldi Mal",828,417,411,202,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,true,"No","100% habitations covered","Mobile",200,false,80,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173894","Chak Hattibodi","541452","Chak Dongar Haldi No. 3",1,1,0,1,false,"5-10 kms",false,"No",false,true,"Not covered","Bus",false,"No",">12 hrs",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",true,true,true,true,false,false,"No",false,"No","2-5 kms",false,">10 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173894","Chak Hattibodi","541453","Chak Dongar Haldi No.1",233,103,130,77,false,"5-10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,true,"No","100% habitations covered","Mobile",37,false,62,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","473","Chandrapur","4362","Pombhurna","173894","Chak Hattibodi","541454","Dongar Haldi Tukum",668,329,339,186,false,">10 kms",false,"No",false,true,"Fully covered","Bus",false,"No",">12 hrs",false,true,"No","100% habitations covered","Mobile",180,false,100,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
